name,address,score,reviews count,province,category,price,services,description images,latitude,longitude
Nhà Hàng Hải Sản Bé Thân - Lăng Cô,"Lăng Cô - Chân mây, Phú Lộc, Thừa Thiên Huế 52000, Việt Nam","4,1",1.954,Thừa Thiên Huế,Nhà hàng,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPilq25qYjfp4UWAe-2GaZteYgjGEvUNTv9h-oD, https://lh5.googleusercontent.com/p/AF1QipNdug69TfySFNbcpFSSDBTVodydaxn6mfSJkVW9, https://lh5.googleusercontent.com/p/AF1QipMwKYd-toBrcLwv5zJwG0F3cfCmJJY6iSCQi0FL, https://lh5.googleusercontent.com/p/AF1QipN8S573j5FgMmyqRW0-YDPFwpPs8qiAGH6GBR79, ",16.24385,108.07463
Cơm Hến 17 hàn mặc tử,"17 Hàn Mặc Tử, Vỹ Dạ, Huế, Thừa Thiên Huế 52000, Việt Nam","4,1",596,Thừa Thiên Huế,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNeDgRhcUcZLjazTUqK_bfpaH1AFBeZuPWk2o3r, https://lh5.googleusercontent.com/p/AF1QipPhl4kKsr8QroVGwdhfKePGqBaJbaNz7yaE5MhZ, https://lh5.googleusercontent.com/p/AF1QipP6DZpoQa0TnSRZjJw7-RwI45f7pMX9lmyNQX0O, https://lh5.googleusercontent.com/p/AF1QipOKW--UL8dQYjSMe_o6WQzG4b0hS6yUCKZEGL_R, ",16.47403,107.59671
Tinh Gia Vien Restaurant,"7 kiet 28 Lê Thánh Tôn, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,2",223,Thừa Thiên Huế,Nhà hàng,300-400 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMk28N5njnQGkkcp0i9ICpGo-2Qc3_91bLpl8ES, https://lh5.googleusercontent.com/p/AF1QipM8N2AKjKTzyaIxHJVL18mzCcmGuPD779DMgxGq, https://lh5.googleusercontent.com/p/AF1QipN-VdM66L2V2M095jrNcPx6XMCiTIIccU0-dWgz, https://lh5.googleusercontent.com/p/AF1QipPLQK6RhN-vrtq5woL_oDlrcMAJfhxxBOWMQ2lS, ",16.47310,107.58482
Nhà hàng Biệt Phủ Thảo Nhi ( Biet Phu Thao Nhi Restaurant),"Minh Mạng, Thủy Bằng, Huế, Thừa Thiên Huế, Việt Nam","4,1",529,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMkUTYm5k-08Zs5utUTsiSKcK9dTr0DDb0pilFR, https://lh5.googleusercontent.com/p/AF1QipMfjfGKEdsQuco78hrfE0D3pafYdj4MVV0rbkpO, https://lh5.googleusercontent.com/p/AF1QipM2cPSbXrfWRswLCkdwguiBSZz6K-LJAiJ4AA9i, https://lh5.googleusercontent.com/p/AF1QipO_IUuRqe7rn5X1DCsd5Sy4gWruwv2BGfqaV4tq, ",16.40966,107.58812
Nhà hàng chay Sân Mây,"8 Thanh Tịnh, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","4,6",559,Thừa Thiên Huế,Nhà hàng cho người ăn chay,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipObd1nylzrwZxtR7FkXMYZNArOmt3-pdSnz7Xoc, https://lh5.googleusercontent.com/p/AF1QipNd5aUKk4JgDRHGlJQr-L7eQlwfrE9VVep21CK3, https://lh5.googleusercontent.com/p/AF1QipPvwPum6OPU2P6yCDYPEeVabN8nLeosIAIeU1Sm, https://lh5.googleusercontent.com/p/AF1QipN8G5hK1Oi16Od7S8LWEKCOd1iJisHnWiqs1yPk, ",16.48260,107.59717
Không Gian Xưa,"205 Điện Biên Phủ, Trường An, Huế, Thừa Thiên Huế, Việt Nam","3,8",412,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMxE3U21y3o5Rq5_PDKzqlUD_gQ1AG1IyngseUy, https://lh5.googleusercontent.com/p/AF1QipPAj-P7Kr1sRAZ2pYpxJBPGstfYAZsTKonYszm3, https://lh5.googleusercontent.com/p/AF1QipOtokSjS3MziMV_T4qZmhy2xNNMU1_CjS1ukhnz, https://lh5.googleusercontent.com/p/AF1QipPu1OnWIcX8CKBq5ijthdIyxY0HhH3u1DKSeXgz, ",16.44740,107.58178
Bánh Bèo Nậm Lọc Bà Đỏ,"8 Nguyễn Bỉnh Khiêm, Phú Hiệp, Huế, Thừa Thiên Huế, Việt Nam","4,0",1.402,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipO1rwu7WPUeNMf_5HdwC67AlpeZre26i6gR0LTD, https://lh5.googleusercontent.com/p/AF1QipNhXQQzOc0Dxj5a8Klr0KeAjteFZGPj93zVJLg_, https://lh5.googleusercontent.com/p/AF1QipPEXi2_FRPoxOSyoJbdHjDPAKwW749Ucc4psqLp, https://lh5.googleusercontent.com/p/AF1QipPRa52LnS5nJ0lsNQ6Nd4iEbajkpHY6sjRZnOeP, ",16.48238,107.58946
Bistro La Carambole,"18 Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,5",822,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOk-uJ-sSiYae7bX150VF994sEONWuFOsNSDmWV, https://lh5.googleusercontent.com/p/AF1QipNqd_gDG38g2ITb_-V5ONGYOXB2R-9KwTAA80ut, https://lh5.googleusercontent.com/p/AF1QipNZfbXeGAdmLoCQ4h32A1H2o1NkCaYFpXYknE75, https://lh5.googleusercontent.com/p/AF1QipNt68RPevur-sxdFfi1rcuGmVqgsZFKozudEGIv, ",16.46988,107.59597
Đầm chuồn - Hương Quán ( Huế),"GJ9V+7RJ, Đường Đê Tây, Phá Đông, Phú Vang, Thừa Thiên Huế, Việt Nam","4,0",143,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOisd301K02-wrWR81dffEScCYC0-lgebrpaecq, https://lh5.googleusercontent.com/p/AF1QipPfaHnoU6OfWQrgSkceMoECbOGILlBBFHq4cO2V, https://lh5.googleusercontent.com/p/AF1QipMAuORFrqyNjqnLC_HX6CxKyUoNc-h-R71Zbvkf, https://lh5.googleusercontent.com/p/AF1QipNwUwcvGAMB7CfQYJ1k5OhIIR1SkK6PfSc20-ft, ",16.51822,107.64451
Vườn Ý Thảo,"03 Đường Thạch Hãn, Thuận Hoà, Huế, Thừa Thiên Huế, Việt Nam","4,3",585,Thừa Thiên Huế,Nhà hàng Việt Nam,₫₫,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipNC3XBlS-RNSiRjiLTbdOqj30dOG5qDqq_qTSvm, https://lh5.googleusercontent.com/p/AF1QipPrc1YA1nha_0coZ_j9148aicRNpQZ2E46zOjn7, https://lh5.googleusercontent.com/p/AF1QipMfU-3u6MPzk7NYAvRjmxIUG5VbR3MaLKrdxAjo, https://lh5.googleusercontent.com/p/AF1QipORIeXxpxaNc058qGGBDCzF5lIiywfOxQAu9vJE, ",16.46803,107.56702
Cơm Hến Ngon,"7 Ưng Bình, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","4,3",59,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOQ5rB1_8CiJJrvd1vtqS9QoRCXQxKW7O4ld_hA, https://lh5.googleusercontent.com/p/AF1QipO7N_bnu5Cg6ScB_6p7LI255D_KN4YOwHE6mO7z, https://lh5.googleusercontent.com/p/AF1QipMOMNWuo9TrQYUpTma6jtr8MlLvzqxfMszQTN5z, https://lh5.googleusercontent.com/p/AF1QipNR80J696hjemiiNrnXC8c1TBg24Egtz-pWvpv6, ",16.48197,107.59397
Quán Nina Cafe,"16 34 Nguyễn Tri Phương, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,7",1.689,Thừa Thiên Huế,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipM500nAtXFt85GU6ZYVpWB6nEyJ3f6llpdyCKeJ, https://lh5.googleusercontent.com/p/AF1QipMhw3sD2Ctx35haNdCUQ9n8WmWuWkH9Ntavh33d, https://lh5.googleusercontent.com/p/AF1QipMjZENW7wd9qHqsyeQ5G5LTo5-Sai-LNHTUnD_8, https://lh5.googleusercontent.com/p/AF1QipN0JIK5-Ol6WQM0AbydMnLkAStlXDfpnXM1uYo3, ",16.46431,107.59273
Bánh Mì Trường Tiền O Tho,"14 Trần Cao Vân, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,4",704,Thừa Thiên Huế,Cửa hàng sandwich,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPDab3tUXgADkmDvdPSp2nT2Te-ntyk5lYdfVT3, https://lh5.googleusercontent.com/p/AF1QipN1dqzFMfWGHp3HUjmee17cR278U50KGtFHV98x, https://lh5.googleusercontent.com/p/AF1QipMNsf4kcCSJe3ucg5uzws1hnQag-3m65SyqCMZR, https://lh5.googleusercontent.com/p/AF1QipNDunVMUazkjWrPgByMHXE3F7YKz-O8TObp58YE, ",16.46543,107.59164
PHỞ NGON HUE,"46 Chu Văn An, Phú Hội, Huế, Thừa Thiên Huế 49000, Việt Nam","4,9",49,Thừa Thiên Huế,Nhà hàng phở,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMm6AvvnGVLCvaCNr7Pl4L1viromYHnMzbNmmZZ, https://lh5.googleusercontent.com/p/AF1QipNoNavxKrN0nA9dGEAGahZFzSgNIOquNA6vNHP-, https://lh5.googleusercontent.com/p/AF1QipOOPMU-u3PDhkfSH0VSpZQLwQYB79E8Dhw-XhD4, https://lh5.googleusercontent.com/p/AF1QipPCck_dN-2uqzYjniqLekJuTIPEKwm0KzZHWu7P, ",16.46902,107.59590
HotTuna Restaurant - nha hang Hottuna,"37 Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,3",692,Thừa Thiên Huế,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNz2QrG9Q_gFrdujK75rNBLPlNkLbWmCXyd97Gr, https://lh5.googleusercontent.com/p/AF1QipPM3-AWI6Y5euJRpRtKSw4ZAmD_a4LINsRXvh-Z, https://lh5.googleusercontent.com/p/AF1QipNc0ic1fUaMJAOaqIC1T25vPTFVBXGd4x4huSts, https://lh5.googleusercontent.com/p/AF1QipPNF31rKd4nW8E0BS-BjO1XfzmeZj-xDDpS3VSJ, ",16.46931,107.59562
Quán ăn món huế,Thực đơn,"5,0",10,Thừa Thiên Huế,Giao đồ ăn,Không có giá,"Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPXJsx2An9VcAXHxbPJSpVGoFG-3LBbpyg5g6jR, https://lh5.googleusercontent.com/p/AF1QipOEs5Gb-wgo_pkjN90iKMgNmiLn97fUhcjtKaHB, https://lh5.googleusercontent.com/p/AF1QipPXJsx2An9VcAXHxbPJSpVGoFG-3LBbpyg5g6jR, https://lh5.googleusercontent.com/p/AF1QipNKBwUvoOPz5QlRR4K0VBAK4KPwI5Wmw6lochZz, ",16.45339,107.57711
Bánh ép Huệ,"118 Lê Ng. Cát, Thủy Xuân, Huế, Thừa Thiên Huế, Việt Nam","4,5",496,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNlgCnGBlxVBiDWszkS5WLVZLrEkOyBnjxzK6XO, https://lh5.googleusercontent.com/p/AF1QipNVNjzxrvbpL1d_c0SpRe2j02Oxce_hdKT6o4hP, https://lh5.googleusercontent.com/p/AF1QipOymFx-z1N1Q_lPcxTtaMom_AaAbQxe6lZ6I7yY, https://lh5.googleusercontent.com/p/AF1QipOBCplMLAmw7PtMMFdubTR4_pRJ3x2KaSTyYkF0, ",16.43588,107.56301
Bún Bò Bà Nga,"62 Nguyễn Chí Diểu, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,5",221,Thừa Thiên Huế,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNuX35gDb7bfOGnAQXDo4ymAOfm89tW1asc7a7A, https://lh5.googleusercontent.com/p/AF1QipOEVu59ZVr41hN8nsThXnpXQ8b1T5S43ESVB3kD, https://lh5.googleusercontent.com/p/AF1QipNb1dYi79F8o99qYLs_BTck6OwpFDiJ8M_zd2iP, https://lh5.googleusercontent.com/p/AF1QipPlyXI66nksSqP3CM01P6tfOKBYYqxYq7BdvZ9r, ",16.47463,107.58276
Nook Eatery-Breakfast to Burgers,"Kiệt 33 Kiệt 42 Nguyễn Công Trứ, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,7",3.137,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipN6nbUO-xHFg3V8T_FuIzi2fzPwBJ3B2V1U72kr, https://lh5.googleusercontent.com/p/AF1QipOHC67SkAfAG_ConD8FOlKz0sdcekIpDsPrGdYQ, https://lh5.googleusercontent.com/p/AF1QipOhs9udKg4bcmOgA_cNcnrAk304MJqPe-xs5lZV, https://lh5.googleusercontent.com/p/AF1QipPYF_642ZAq3VsCCBl682Z3Zhnd3JPovRrtOLEY, ",16.46978,107.59708
Madam Thu 2 - Hue Restaurant,"04 Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,8",721,Thừa Thiên Huế,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, ","https://lh5.googleusercontent.com/p/AF1QipMWm7xLLxI1qYdFsIK678v8GR62JIAhYNIZz17L, https://lh5.googleusercontent.com/p/AF1QipOCsxJeCyr-Wd_KynJ69BqKWo8UbKR09HPK22Jz, https://lh5.googleusercontent.com/p/AF1QipPgfZz60oHLmAKqAFQmKZ-4WFa8mosQXVdz6gH4, https://lh5.googleusercontent.com/p/AF1QipNXKbDNM6Rr6FRzS9Id6pqI5siyFufYRnwVuY2T, ",16.46881,107.59551
Quán Ốc Minh Nghĩa,"253 Phan Bội Châu, Trường An, Huế, Thừa Thiên Huế, Việt Nam","4,0",458,Thừa Thiên Huế,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipO1yZ8bHpXxPIfVF0i4_p3cRK4A13vF6WNKsZuW, https://lh5.googleusercontent.com/p/AF1QipOCkZC6qs5PVYHfqUcRTew-ZwnDf2cw_3uLh5kA, https://lh5.googleusercontent.com/p/AF1QipOtyqRVjstT9hcfu7hfW4G9Ixs-iASPKvD-8jD4, https://lh5.googleusercontent.com/p/AF1QipOCQwj_pognVZDLZnLjBSjxWigR3TJXEKWAe2YM, ",16.44105,107.58366
Tiệm Cơm Âm Phủ,"51 Nguyễn Thái Học, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","2,6",240,Thừa Thiên Huế,Cửa hàng bán đồ ăn nấu sẵn,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOVNaV6yWqViy96Mns_AitdxlskdTvrReLQ86Gk, https://lh5.googleusercontent.com/p/AF1QipORRQHyqr4rd19jUVrly7VeYX69_vBHXeRqYfL7, https://lh5.googleusercontent.com/p/AF1QipNdsGcglNM-2e8r19Ry9hI-G6w1q2lfV7cPgFjc, https://lh5.googleusercontent.com/p/AF1QipMp81FB01lomNgLS5a71ajs2n1zyCS9FeYuh1NX, ",16.46807,107.59867
Bánh khoái Hồng Mai,"110 Đinh Tiên Hoàng, Phú Hậu, Huế, Thừa Thiên Huế 530000, Việt Nam","4,4",616,Thừa Thiên Huế,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPUJ-ccDEl3si8uIinHe87FA2L0jgxod09jTTaA, https://lh5.googleusercontent.com/p/AF1QipMochCftw43-qpuXhYfy5wH30ZRGzEjnjuLLgVV, https://lh5.googleusercontent.com/p/AF1QipPder8MtxDhkjQScBfZ13Fgty07WyHcswcTyIkM, https://lh5.googleusercontent.com/p/AF1QipM0az5HOvw-bT0l0PxrA3uaed4SWcjDZrJ6OjmK, ",16.47465,107.58059
Le Cercle Hue,"11 Lê Lợi, Vĩnh Ninh, Huế, Thừa Thiên Huế 530000, Việt Nam","4,6",360,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMOa5dc-zLBfUl6T5xdfE58HAFzGTmtAbXdPcFU, https://lh5.googleusercontent.com/p/AF1QipOIQr5oqidSngp3nafsyNqRzmTtfq3MLT6J_m5c, https://lh5.googleusercontent.com/p/AF1QipNZKOjRNz-sy4lsPT1SsQTAgAostw3NzFQugcLJ, https://lh5.googleusercontent.com/p/AF1QipN9hmVtjItcZ0xDdxx8MGtlpjKXxaGBNFfhKW3E, ",16.46465,107.58686
Nem Lụi Bà Tý,"81 Đào Duy Từ, tổ 1, Huế, Thừa Thiên Huế, Việt Nam","4,2",197,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPu5PMkmJH347NCvNwd_Qt9g7XJdMT3cGR5n9bT, https://lh5.googleusercontent.com/p/AF1QipOqTyHK3i4dSOYhpVOWaBaa4AiEEYVR4RN5Kzgf, https://lh5.googleusercontent.com/p/AF1QipMjEvQCzzqTjN73RLnhgv7KwAFP_eVotxMctATK, https://lh5.googleusercontent.com/p/AF1QipPsjkSHtMHLtK5LqOo5s5Fr0BStEaI03Lvqm39h, ",16.47998,107.58338
Quán Cẩm - Bún Bò Huế,"45 Lê Lợi, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","3,9",575,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNuOYZnz3gzwNx_xwgz8Mm33LjwEWAP1D2xsCBU, https://lh5.googleusercontent.com/p/AF1QipNVueUP5mOOpbeoKMlgNcq1nypNDF1Ez1Ftv3p3, https://lh5.googleusercontent.com/p/AF1QipOAfATPJXYiCDtnym6h22-Y6BNUtptErRwWG_GO, https://lh5.googleusercontent.com/p/AF1QipOgrYUEAh9FfPkv4Tik45H5gM5Pk7n9Hs6JnugZ, ",16.47007,107.59355
C'Beer Huế | Nhà hàng món ngon Huế | Món ngon Huế,"25 Hai Bà Trưng, Vĩnh Ninh, Huế, Thừa Thiên Huế 520000, Việt Nam","4,1",11,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipMmCagEOB-UPCeyi-zuSR1pVEVKsg07vqYDF7br, https://lh5.googleusercontent.com/p/AF1QipOxF5mrx8VA2wpvHSBj_DXGcIXS2awDbUVkJChP, https://lh5.googleusercontent.com/p/AF1QipNtVlsPuwFG5Kh-8ELxWtBgTmtLS4H1uB_J7IDY, https://lh5.googleusercontent.com/p/AF1QipO8mddnBECmP3NEhypzIs-PC_oO56KDP2Mfj1sS, ",16.46078,107.59010
Spice Viet Hue Restaurant,"15 Lý Thường Kiệt, Phú Nhuận, Huế, Thừa Thiên Huế, Việt Nam","4,5",328,Thừa Thiên Huế,Nhà hàng,200-300 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, ","https://lh5.googleusercontent.com/p/AF1QipMu4oyUiTpcDFA30-_YSV16AIZO--bnjYHL2z3V, https://lh5.googleusercontent.com/p/AF1QipM1xYwjaznbzmYrmJ3herSb-teeuhSisgWmcLWR, https://lh5.googleusercontent.com/p/AF1QipPHsMcq8Huw4q4FiexZvX30gdl3J8YWlvriIE6m, https://lh5.googleusercontent.com/p/AF1QipM-hoi9ckSkZjIrXZQnlfUH_HsGNgzjGv60H_xl, ",16.46082,107.59158
Nhà hàng Ngọc Anh,"133 Nguyễn Sinh Cung, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","4,0",92,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipP6LYsKUJOF39pcrEWDIokgAo22dWrqksS6f0V5, https://lh5.googleusercontent.com/p/AF1QipOUbgceZzMej7wMJ1M5mcrbKAjkQy_-hcIHUf-B, https://lh5.googleusercontent.com/p/AF1QipOxtXsmDnaxNOATUOWMtZ7YjG2aKTx6EHQw_B4y, https://lh5.googleusercontent.com/p/AF1QipM4qsnUJacsLeHn0EaJyMgOA2w-TbIuFLiH63z_, ",16.48083,107.59545
Little Italy Restaurant,"10 Nguyễn Thái Học, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,0",1.136,Thừa Thiên Huế,Nhà hàng ý,100-200 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNaNgojI2CZ-U5wNAQ92jvOriSDyG9GdZBQ9mR9, https://lh5.googleusercontent.com/p/AF1QipONrB2y2QIzSW3TewUuWFsfpHWUXQ4LObFg_Zku, https://lh5.googleusercontent.com/p/AF1QipNgZn8XqwAsLFxq_m1BUUWmTCeWjRbMJfQaf-Am, https://lh5.googleusercontent.com/p/AF1QipO65Td9sUvhbSoF8-3nke3ghKlDGl7x9m0mXoB8, ",16.46795,107.59546
Thúy - Bánh Canh Nam Phổ,"16 Phạm Hồng Thái, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","4,2",470,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPuQyGd2hZXgO3-4VpWVQtMojgoMwmXhl479Wv9, https://lh5.googleusercontent.com/p/AF1QipOJikG2jN6Doh1vExa4d5SMTEdc282AP-rsnLEk, https://lh5.googleusercontent.com/p/AF1QipOHZBq-MKEfeAkOaMQVQGyic6n5Ev5aGP2xwULZ, https://lh5.googleusercontent.com/p/AF1QipNPcaDYuiVo1zAvtTVD_R4_rgdldySPfQ4YcXor, ",16.46491,107.58916
Cococlub Hue restaurant brasserie vietnamese & western,"53 Hàm Nghi, Phước Vĩnh, Huế, Thừa Thiên Huế, Việt Nam","4,5",193,Thừa Thiên Huế,Nhà hàng Việt Nam,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOFWvxvj7g74VXx7sWn2zGlrMiPxPLdsgXO8HIX, https://lh5.googleusercontent.com/p/AF1QipPhZGCifa6wnvTijW3deieXpc0fF6-UiRIam_U, https://lh5.googleusercontent.com/p/AF1QipNgxCQKP2KpBOmfLnawTComCg_POlOyRqq4HtTq, https://lh5.googleusercontent.com/p/AF1QipNPAmrQgxg-cQXJWZwNHrdAER734bmp9gn7zmwH, ",16.45336,107.59034
Zucca Restaurant,"15 Chu Văn An, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,7",1.068,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMEhO7TtgmQFBR4ZS959YoajERVvy8Kv7M2wEX9, https://lh5.googleusercontent.com/p/AF1QipM5t-bxUvbGZS-iCrpC6UnburUn8zw54jXfFv6R, https://lh5.googleusercontent.com/p/AF1QipMvWPKnxDbk_-o-3mihFbQGcJ_VV9zOhro43txk, https://lh5.googleusercontent.com/p/AF1QipPq6kzWcWNaBI6yTZTk7T9LECWean2XUsJC6J2G, ",16.47012,107.59522
Nhà hàng chay An Nhiên,"kiệt 1 Văn Cao, Xuân Phú, Huế, Thừa Thiên Huế, Việt Nam","4,2",85,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNfmv4wdePw8PRN3j5cGa5ltmEvM7V5qdFvX32M, https://lh5.googleusercontent.com/p/AF1QipMRj8TXdctJpJk3hjqiXh5HrRS8vYI9MwazXAT5, https://lh5.googleusercontent.com/p/AF1QipOq6LDAN0YI2orXoeqZC3LF2BWy2FJVuP2DDVaH, https://lh5.googleusercontent.com/p/AF1QipMfVn7OaCrqppmjDJFWAiyCx7HRYwUAKt5VBx2X, ",16.46800,107.60102
Đặc sản số 1 chính gốc Bún bò Huế,"19 Lý Thường Kiệt, Phú Nhuận, Huế, Thừa Thiên Huế, Việt Nam","3,9",460,Thừa Thiên Huế,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPYVoJYP211trArY4B7HR5M6MnyIWmCa04l3Q8E, https://lh5.googleusercontent.com/p/AF1QipN66uKbZBJBPyonWvk_azDhhHt6vg6Rqn8ZRbbw, https://lh5.googleusercontent.com/p/AF1QipNaFQx5FvH8JTGthRHTeio0fUk82RTygEyficrv, https://lh5.googleusercontent.com/p/AF1QipOlKMqabXCMKOrqEeRD5rcLkBuePAE5wDgdnw8O, ",16.46140,107.59144
Nhà hàng Le Parfum,"5 Lê Lợi, Street, Huế, Thừa Thiên Huế 530000, Việt Nam","4,7",17,Thừa Thiên Huế,Nhà hàng,Trên 1 Tr ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMtv_vcIx0HsWMkr-zrIhlGZPWnU5q9Emu3VZa8, https://lh5.googleusercontent.com/p/AF1QipM47O2tNw2W89vEpxNnpQwYExNt7Zg6GEbtOnaC, https://lh5.googleusercontent.com/p/AF1QipOFi1qj9O1zkjxXtJ41DcGVaBF3eFhog9pveJAa, https://lh5.googleusercontent.com/p/AF1QipO9yLSgCLBBUniaT676YYO3TQ7eSxxi55ZEc1IA, ",16.45952,107.58011
